"","honeycomb","score"
"1281","yadenor",396
"1282","aefilor",605
"1283","eafilor",879
"1284","faeilor",757
"1285","iaeflor",604
"1286","laefior",757
"1287","oaefilr",357
"1288","raefilo",931
"1289","aeilort",1411
"1290","eailort",1761
"1291","iaelort",1193
"1292","laeiort",1384
"1293","oaeilrt",853
"1294","raeilot",1823
"1295","taeilor",1801
"1296","aeglory",886
"1297","eaglory",872
"1298","gaelory",838
"1299","laegory",916
"1300","oaeglry",516
"1301","raegloy",917
"1302","yaeglor",589
"1303","aenortu",1012
"1304","eanortu",1341
"1305","naeortu",1074
"1306","oaenrtu",790
"1307","raenotu",1452
"1308","taenoru",1554
"1309","uaenort",642
"1310","aemnory",618
"1311","eamnory",576
"1312","maenory",633
"1313","naemory",475
"1314","oaemnry",445
"1315","raemnoy",589
"1316","yaemnor",355
"1317","aelnopr",929
"1318","ealnopr",1173
"1319","laenopr",917
"1320","naelopr",661
"1321","oaelnpr",708
"1322","paelnor",1020
"1323","raelnop",1018
"1324","acehirt",1788
"1325","caehirt",1569
"1326","eachirt",2024
"1327","haceirt",1244
"1328","iacehrt",1283
"1329","racehit",2048
"1330","tacehir",1938
"1331","abefilr",1166
"1332","baefilr",1027
"1333","eabfilr",1498
"1334","fabeilr",945
"1335","iabeflr",1137
"1336","labefir",1334
"1337","rabefil",1384
"1338","abfilty",442
"1339","bafilty",282
"1340","fabilty",221
"1341","iabflty",320
"1342","labfity",406
"1343","tabfily",291
"1344","yabfilt",276
"1345","abceflt",710
"1346","baceflt",411
"1347","cabeflt",345
"1348","eabcflt",692
"1349","fabcelt",316
"1350","labceft",666
"1351","tabcefl",494
"1352","acefitv",348
"1353","caefitv",333
"1354","eacfitv",327
"1355","faceitv",153
"1356","iaceftv",336
"1357","tacefiv",376
"1358","vacefit",225
"1359","acdefin",709
"1360","cadefin",654
"1361","dacefin",810
"1362","eacdfin",870
"1363","facdein",447
"1364","iacdefn",687
"1365","nacdefi",690
"1366","acdfino",370
"1367","cadfino",402
"1368","dacfino",293
"1369","facdino",119
"1370","iacdfno",395
"1371","nacdfio",380
"1372","oacdfin",376
"1373","adefilt",844
"1374","daefilt",920
"1375","eadfilt",1191
"1376","fadeilt",609
"1377","iadeflt",734
"1378","ladefit",1044
"1379","tadefil",780
"1380","afgilnt",999
"1381","fagilnt",458
"1382","gafilnt",1013
"1383","iafglnt",1208
"1384","lafgint",864
"1385","nafgilt",1205
"1386","tafgiln",742
"1387","afilnot",845
"1388","failnot",409
"1389","iaflnot",711
"1390","lafinot",700
"1391","nafilot",745
"1392","oafilnt",677
"1393","tafilno",725
"1394","aefilny",426
"1395","eafilny",373
"1396","faeilny",262
"1397","iaeflny",350
"1398","laefiny",512
"1399","naefily",397
"1400","yaefiln",231
"1401","adefimr",1100
"1402","daefimr",1207
"1403","eadfimr",1612
"1404","fadeimr",744
"1405","iadefmr",995
"1406","madefir",822
"1407","radefim",1485
"1408","afgimnr",714
"1409","fagimnr",282
"1410","gafimnr",746
"1411","iafgmnr",826
"1412","mafginr",467
"1413","nafgimr",810
"1414","rafgimn",588
"1415","abefilx",432
"1416","baefilx",373
"1417","eabfilx",388
"1418","fabeilx",251
"1419","iabeflx",349
"1420","labefix",524
"1421","xabefil",142
"1422","afinotx",364
"1423","fainotx",183
"1424","iafnotx",362
"1425","nafiotx",386
"1426","oafintx",295
"1427","tafinox",362
"1428","xafinot",149
"1429","aceflnu",517
"1430","caeflnu",407
"1431","eacflnu",454
"1432","facelnu",259
"1433","lacefnu",537
"1434","naceflu",422
"1435","uacefln",328
"1436","aeflntu",672
"1437","eaflntu",702
"1438","faelntu",323
"1439","laefntu",664
"1440","naefltu",581
"1441","taeflnu",645
"1442","uaeflnt",404
"1443","afginry",522
"1444","faginry",326
"1445","gafinry",628
"1446","iafgnry",644
"1447","nafgiry",644
"1448","rafginy",538
"1449","yafginr",270
"1450","acefirt",1400
"1451","caefirt",1048
"1452","eacfirt",1630
"1453","faceirt",813
"1454","iacefrt",1159
"1455","racefit",1752
"1456","tacefir",1425
"1457","afghirt",272
"1458","faghirt",181
"1459","gafhirt",179
"1460","hafgirt",176
"1461","iafghrt",268
"1462","rafghit",300
"1463","tafghir",287
"1464","aeflrtu",1058
"1465","eaflrtu",1372
"1466","faelrtu",790
"1467","laefrtu",998
"1468","raefltu",1275
"1469","taeflru",1063
"1470","uaeflrt",611
"1471","aefilrt",1580
"1472","eafilrt",2048
"1473","faeilrt",1111
"1474","iaeflrt",1469
"1475","laefirt",1495
"1476","raefilt",2030
"1477","taefilr",1659
"1478","aefkmrt",765
"1479","eafkmrt",888
"1480","faekmrt",262
"1481","kaefmrt",238
"1482","maefkrt",516
"1483","raefkmt",874
"1484","taefkmr",647
"1485","aefhmrt",893
"1486","eafhmrt",1070
"1487","faehmrt",329
"1488","haefmrt",425
"1489","maefhrt",501
"1490","raefhmt",1002
"1491","taefhmr",867
"1492","aefnort",904
"1493","eafnort",1314
"1494","faenort",526
"1495","naefort",885
"1496","oaefnrt",757
"1497","raefnot",1339
"1498","taefnor",1320
"1499","aefimrt",1142
"1500","eafimrt",1556
"1501","faeimrt",583
"1502","iaefmrt",1029
"1503","maefirt",845
"1504","raefimt",1569
"1505","taefimr",1206
"1506","adefrtw",1201
"1507","daefrtw",1174
"1508","eadfrtw",1595
"1509","fadertw",578
"1510","radeftw",1421
"1511","tadefrw",1001
"1512","wadefrt",510
"1513","adegitz",263
"1514","daegitz",318
"1515","eadgitz",360
"1516","gadeitz",245
"1517","iadegtz",244
"1518","tadegiz",239
"1519","zadegit",143
"1520","adegmnu",683
"1521","daegmnu",731
"1522","eadgmnu",807
"1523","gademnu",429
"1524","madegnu",597
"1525","nadegmu",657
"1526","uadegmn",397
"1527","adeginz",531
"1528","daeginz",659
"1529","eadginz",686
"1530","gadeinz",676
"1531","iadegnz",742
"1532","nadegiz",793
"1533","zadegin",316
"1534","aegilnt",2112
"1535","eagilnt",1977
"1536","gaeilnt",2011
"1537","iaeglnt",2193
"1538","laegint",2061
"1539","naegilt",2365
"1540","taegiln",1954
"1541","aegintv",1088
"1542","eagintv",1064
"1543","gaeintv",1016
"1544","iaegntv",1200
"1545","naegitv",1334
"1546","taeginv",1125
"1547","vaegint",717
"1548","aegnrty",1317
"1549","eagnrty",1426
"1550","gaenrty",831
"1551","naegrty",1044
"1552","raegnty",1411
"1553","taegnry",1157
"1554","yaegnrt",402
"1555","aegmrtu",1139
"1556","eagmrtu",1313
"1557","gaemrtu",739
"1558","maegrtu",793
"1559","raegmtu",1276
"1560","taegmru",950
"1561","uaegmrt",544
"1562","agilntu",1060
"1563","gailntu",1209
"1564","iaglntu",1276
"1565","lagintu",995
"1566","nagiltu",1380
"1567","tagilnu",839
"1568","uagilnt",635
"1569","adginrz",604
"1570","daginrz",360
"1571","gadinrz",670
"1572","iadgnrz",703
"1573","nadgirz",708
"1574","radginz",505
"1575","zadginr",170
"1576","adegrtv",1396
"1577","daegrtv",1149
"1578","eadgrtv",1777
"1579","gadertv",906
"1580","radegtv",1640
"1581","tadegrv",1046
"1582","vadegrt",448
"1583","aginrtv",1053
"1584","gainrtv",925
"1585","iagnrtv",1089
"1586","nagirtv",1115
"1587","ragintv",804
"1588","taginrv",793
"1589","vaginrt",328
"1590","aeglrty",1437
"1591","eaglrty",1438
"1592","gaelrty",845
"1593","laegrty",1049
"1594","raeglty",1301
"1595","taeglry",994
"1596","yaeglrt",591
"1597","aegirtv",1071
"1598","eagirtv",1441
"1599","gaeirtv",696
"1600","iaegrtv",873
"1601","raegitv",1400
"1602","taegirv",1096
"1603","vaegirt",667
"1604","adegirv",903
"1605","daegirv",1149
"1606","eadgirv",1521
"1607","gadeirv",789
"1608","iadegrv",823
"1609","radegiv",1407
"1610","vadegir",631
"1611","aeginrv",1388
"1612","eaginrv",1775
"1613","gaeinrv",1690
"1614","iaegnrv",1584
"1615","naegirv",1752
"1616","raeginv",1847
"1617","vaeginr",962
"1618","abegilt",932
"1619","baegilt",708
"1620","eabgilt",993
"1621","gabeilt",542
"1622","iabeglt",629
"1623","labegit",1043
"1624","tabegil",705
"1625","agilnot",1482
"1626","gailnot",1492
"1627","iaglnot",1729
"1628","laginot",1353
"1629","nagilot",1838
"1630","oagilnt",1205
"1631","tagilno",1300
"1632","agioprt",470
"1633","gaioprt",209
"1634","iagoprt",331
"1635","oagiprt",402
"1636","pagiort",323
"1637","ragiopt",504
"1638","tagiopr",496
"1639","aegilmr",1256
"1640","eagilmr",1408
"1641","gaeilmr",960
"1642","iaeglmr",1003
"1643","laegimr",1051
"1644","maegilr",1000
"1645","raegilm",1268
"1646","aegilrt",1775
"1647","eagilrt",2094
"1648","gaeilrt",1061
"1649","iaeglrt",1273
"1650","laegirt",1465
"1651","raegilt",1885
"1652","taegilr",1659
"1653","acglnoy",542
"1654","caglnoy",368
"1655","gaclnoy",369
"1656","lacgnoy",554
"1657","nacgloy",450
"1658","oacglny",544
"1659","yacglno",340
"1660","aegimnt",1626
"1661","eagimnt",1372
"1662","gaeimnt",1213
"1663","iaegmnt",1490
"1664","maegint",1256
"1665","naegimt",1757
"1666","taegimn",1480
"1667","aeginoz",358
"1668","eaginoz",271
"1669","gaeinoz",486
"1670","iaegnoz",456
"1671","naegioz",581
"1672","oaeginz",300
"1673","zaegino",242
"1674","acghipr",325
"1675","caghipr",227
"1676","gachipr",161
"1677","hacgipr",213
"1678","iacghpr",271
"1679","pacghir",226
"1680","racghip",316
"1681","abeglry",1274
"1682","baeglry",739
"1683","eabglry",1224
"1684","gabelry",799
"1685","labegry",991
"1686","rabegly",1062
"1687","yabeglr",559
"1688","aegmnrt",1949
"1689","eagmnrt",2083
"1690","gaemnrt",1182
"1691","maegnrt",1075
"1692","naegmrt",1363
"1693","raegmnt",1801
"1694","taegmnr",1582
"1695","agmnory",543
"1696","gamnory",389
"1697","magnory",411
"1698","nagmory",414
"1699","oagmnry",419
"1700","ragmnoy",383
"1701","yagmnor",276
"1702","adgnoru",358
"1703","dagnoru",318
"1704","gadnoru",302
"1705","nadgoru",339
"1706","oadgnru",334
"1707","radgnou",363
"1708","uadgnor",218
"1709","aginpry",691
"1710","gainpry",745
"1711","iagnpry",796
"1712","nagipry",820
"1713","paginry",526
"1714","raginpy",591
"1715","yaginpr",304
"1716","aegiklu",281
"1717","eagiklu",329
"1718","gaeiklu",270
"1719","iaegklu",198
"1720","kaegilu",163
"1721","laegiku",376
"1722","uaegikl",179
"1723","aegiltu",577
"1724","eagiltu",658
"1725","gaeiltu",509
"1726","iaegltu",384
"1727","laegitu",669
"1728","taegilu",536
"1729","uaegilt",301
"1730","aeilnor",702
"1731","eailnor",903
"1732","iaelnor",740
"1733","laeinor",844
"1734","naeilor",759
"1735","oaeilnr",514
"1736","raeilno",742
"1737","aeilmnt",1783
"1738","eailmnt",1692
"1739","iaelmnt",1531
"1740","laeimnt",1392
"1741","maeilnt",1385
"1742","naeilmt",1645
"1743","taeilmn",1520
"1744","afilmuy",251
"1745","failmuy",207
"1746","iaflmuy",230
"1747","lafimuy",313
"1748","mafiluy",251
"1749","uafilmy",175
"1750","yafilmu",141
"1751","abeinor",467
"1752","baeinor",591
"1753","eabinor",623
"1754","iabenor",488
"1755","nabeior",547
"1756","oabeinr",398
"1757","rabeino",670
"1758","acehikr",538
"1759","caehikr",619
"1760","eachikr",616
"1761","haceikr",386
"1762","iacehkr",469
"1763","kacehir",330
"1764","racehik",689
"1765","adeimor",975
"1766","daeimor",1238
"1767","eadimor",1419
"1768","iademor",756
"1769","madeior",949
"1770","oadeimr",613
"1771","radeimo",1314
"1772","adeiopr",949
"1773","daeiopr",1322
"1774","eadiopr",1556
"1775","iadeopr",791
"1776","oadeipr",632
"1777","padeior",1055
"1778","radeiop",1546
"1779","adefilr",1355
"1780","daefilr",1605
"1781","eadfilr",2132
"1782","fadeilr",1193
"1783","iadeflr",1510
"1784","ladefir",1417
"1785","radefil",1836
"1786","afilorw",312
"1787","failorw",235
"1788","iaflorw",215
"1789","lafiorw",285
"1790","oafilrw",199
"1791","rafilow",216
"1792","wafilor",125
"1793","agilorw",288
"1794","gailorw",253
"1795","iaglorw",223
"1796","lagiorw",310
"1797","oagilrw",234
"1798","ragilow",230
"1799","wagilor",142
"1800","aehilor",407
"1801","eahilor",501
"1802","haeilor",311
"1803","iaehlor",328
"1804","laehior",519
"1805","oaehilr",298
"1806","raehilo",486
"1807","adeilmr",1670
"1808","daeilmr",1658
"1809","eadilmr",2109
"1810","iadelmr",1439
"1811","ladeimr",1382
"1812","madeilr",1236
"1813","radeilm",1658
"1814","agilmnr",1328
"1815","gailmnr",1169
"1816","iaglmnr",1382
"1817","lagimnr",936
"1818","magilnr",834
"1819","nagilmr",1300
"1820","ragilmn",749
"1821","aeilnpr",1360
"1822","eailnpr",1527
"1823","iaelnpr",1155
"1824","laeinpr",1123
"1825","naeilpr",983
"1826","paeilnr",1241
"1827","raeilnp",1248
"1828","aeioprw",389
"1829","eaioprw",578
"1830","iaeoprw",294
"1831","oaeiprw",201
"1832","paeiorw",487
"1833","raeiopw",600
"1834","waeiopr",249
"1835","adehirt",1654
"1836","daehirt",1518
"1837","eadhirt",2236
"1838","hadeirt",849
"1839","iadehrt",1174
"1840","radehit",2096
"1841","tadehir",1627
"1842","aghinrt",941
"1843","gahinrt",972
"1844","haginrt",321
"1845","iaghnrt",1052
"1846","naghirt",1047
"1847","raghint",770
"1848","taghinr",820
"1849","aimnorw",380
"1850","iamnorw",301
"1851","mainorw",365
"1852","naimorw",374
"1853","oaimnrw",356
"1854","raimnow",286
"1855","waimnor",126
"1856","acilrty",924
"1857","cailrty",747
"1858","iaclrty",818
"1859","lacirty",783
"1860","racilty",602
"1861","tacilry",715
"1862","yacilrt",514
"1863","adelmru",1147
"1864","daelmru",1233
"1865","eadlmru",1470
"1866","lademru",930
"1867","madelru",955
"1868","radelmu",1191
"1869","uadelmr",746
"1870","abcelor",1149
"1871","bacelor",849
"1872","cabelor",846
"1873","eabclor",1087
"1874","labceor",1048
"1875","oabcelr",783
"1876","rabcelo",1101
"1877","abelmnu",612
"1878","baelmnu",481
"1879","eablmnu",600
"1880","labemnu",608
"1881","mabelnu",434
"1882","nabelmu",401
"1883","uabelmn",374
"1884","abilmnu",584
"1885","bailmnu",252
"1886","iablmnu",519
"1887","labimnu",540
"1888","mabilnu",449
"1889","nabilmu",450
"1890","uabilmn",318
"1891","ablmnru",441
"1892","balmnru",204
"1893","labmnru",314
"1894","mablnru",242
"1895","nablmru",230
"1896","rablmnu",290
"1897","uablmnr",348
"1898","acehilm",716
"1899","caehilm",601
"1900","eachilm",587
"1901","haceilm",414
"1902","iacehlm",581
"1903","lacehim",733
"1904","macehil",496
"1905","acehlmy",478
"1906","caehlmy",316
"1907","eachlmy",368
"1908","hacelmy",258
"1909","lacehmy",430
"1910","macehly",262
"1911","yacehlm",226
"1912","acdeiln",1456
"1913","cadeiln",1068
"1914","daceiln",1229
"1915","eacdiln",1505
"1916","iacdeln",1194
"1917","lacdein",1296
"1918","nacdeil",1177
"1919","achiloy",446
"1920","cahiloy",471
"1921","haciloy",334
"1922","iachloy",334
"1923","lachioy",563
"1924","oachily",365
"1925","yachilo",250
"1926","acdelov",553
"1927","cadelov",449
"1928","dacelov",601
"1929","eacdlov",726
"1930","lacdeov",683
"1931","oacdelv",437
"1932","vacdelo",354
"1933","adeflry",1075
"1934","daeflry",1008
"1935","eadflry",1378
"1936","fadelry",725
"1937","ladefry",875
"1938","radefly",1131
"1939","yadeflr",674
"1940","adelmnr",1625
"1941","daelmnr",1489
"1942","eadlmnr",1812
"1943","lademnr",861
"1944","madelnr",1076
"1945","nadelmr",1018
"1946","radelmn",1228
"1947","aelorty",1076
"1948","ealorty",1130
"1949","laeorty",946
"1950","oaelrty",663
"1951","raeloty",1207
"1952","taelory",1134
"1953","yaelort",537
"1954","abceilm",854
"1955","baceilm",551
"1956","cabeilm",519
"1957","eabcilm",712
"1958","iabcelm",703
"1959","labceim",855
"1960","mabceil",591
"1961","aelnoru",582
"1962","ealnoru",591
"1963","laenoru",603
"1964","naeloru",481
"1965","oaelnru",334
"1966","raelnou",627
"1967","uaelnor",403
"1968","adelnrx",832
"1969","daelnrx",804
"1970","eadlnrx",978
"1971","ladenrx",523
"1972","nadelrx",564
"1973","radelnx",680
"1974","xadelnr",119
"1975","afilnqu",257
"1976","failnqu",149
"1977","iaflnqu",213
"1978","lafinqu",264
"1979","nafilqu",186
"1980","qafilnu",79
"1981","uafilnq",193
"1982","acdegil",848
"1983","cadegil",517
"1984","dacegil",833
"1985","eacdgil",959
"1986","gacdeil",467
"1987","iacdegl",679
"1988","lacdegi",844
"1989","aegilnr",2251
"1990","eagilnr",2285
"1991","gaeilnr",2448
"1992","iaeglnr",2245
"1993","laeginr",1788
"1994","naegilr",2343
"1995","raegiln",2158
"1996","adgilty",302
"1997","dagilty",209
"1998","gadilty",168
"1999","iadglty",271
"2000","ladgity",315
"2001","tadgily",172
"2002","yadgilt",250
"2003","acgilno",1294
"2004","cagilno",1107
"2005","gacilno",1271
"2006","iacglno",1491
"2007","lacgino",1377
"2008","nacgilo",1573
"2009","oacgiln",1187
"2010","adeilnt",1689
"2011","daeilnt",1534
"2012","eadilnt",2103
"2013","iadelnt",1517
"2014","ladeint",1509
"2015","nadeilt",1672
"2016","tadeiln",1574
"2017","aeilnot",1285
"2018","eailnot",1164
"2019","iaelnot",1193
"2020","laeinot",1214
"2021","naeilot",1411
"2022","oaeilnt",911
"2023","taeilno",1372
"2024","afilmor",499
"2025","failmor",290
"2026","iaflmor",368
"2027","lafimor",440
"2028","mafilor",341
"2029","oafilmr",272
"2030","rafilmo",370
"2031","aghilnt",988
"2032","gahilnt",1078
"2033","hagilnt",498
"2034","iaghlnt",1222
"2035","laghint",902
"2036","naghilt",1148
"2037","taghiln",842
"2038","adegiln",1558
"2039","daegiln",1467
"2040","eadgiln",1665
"2041","gadeiln",1564
"2042","iadegln",1663
"2043","ladegin",1707
"2044","nadegil",1723
"2045","ailmnoy",602
"2046","ialmnoy",498
"2047","laimnoy",513
"2048","mailnoy",518
"2049","nailmoy",594
"2050","oailmny",397
"2051","yailmno",299
"2052","achilpt",705
"2053","cahilpt",576
"2054","hacilpt",407
"2055","iachlpt",618
"2056","lachipt",621
"2057","pachilt",385
"2058","tachilp",503
"2059","ailnqtu",389
"2060","ialnqtu",328
"2061","lainqtu",276
"2062","nailqtu",368
"2063","qailntu",167
"2064","tailnqu",305
"2065","uailnqt",278
"2066","ailoqtu",138
"2067","ialoqtu",117
"2068","laioqtu",167
"2069","oailqtu",101
"2070","qailotu",78
"2071","tailoqu",130
"2072","uailoqt",104
"2073","adeilnu",868
"2074","daeilnu",1058
"2075","eadilnu",1114
"2076","iadelnu",711
"2077","ladeinu",994
"2078","nadeilu",913
"2079","uadeiln",550
"2080","adefikl",442
"2081","daefikl",535
"2082","eadfikl",646
"2083","fadeikl",316
"2084","iadefkl",468
"2085","kadefil",209
"2086","ladefik",606
"2087","aiklnty",463
"2088","iaklnty",399
"2089","kailnty",189
"2090","laiknty",385
"2091","naiklty",402
"2092","taiklny",354
"2093","yaiklnt",283
"2094","aeiklnz",347
"2095","eaiklnz",326
"2096","iaeklnz",309
"2097","kaeilnz",214
"2098","laeiknz",354
"2099","naeiklz",337
"2100","zaeikln",88
"2101","agiklnz",482
"2102","gaiklnz",522
"2103","iagklnz",589
"2104","kagilnz",164
"2105","lagiknz",430
"2106","nagiklz",599
"2107","zagikln",149
"2108","adeiklz",348
"2109","daeiklz",424
"2110","eadiklz",485
"2111","iadeklz",354
"2112","kadeilz",173
"2113","ladeikz",435
"2114","zadeikl",124
"2115","aciklot",487
"2116","caiklot",516
"2117","iacklot",424
"2118","kacilot",174
"2119","lacikot",476
"2120","oaciklt",362
"2121","taciklo",422
"2122","adeklty",506
"2123","daeklty",412
"2124","eadklty",564
"2125","kadelty",166
"2126","ladekty",514
"2127","tadekly",329
"2128","yadeklt",290
"2129","acilnot",1882
"2130","cailnot",1691
"2131","iaclnot",1774
"2132","lacinot",1472
"2133","nacilot",1787
"2134","oacilnt",1662
"2135","tacilno",1663
"2136","adglnor",584
"2137","daglnor",352
"2138","gadlnor",470
"2139","ladgnor",419
"2140","nadglor",485
"2141","oadglnr",506
"2142","radglno",401
"2143","acegiln",1450
"2144","caegiln",923
"2145","eacgiln",1121
"2146","gaceiln",1181
"2147","iacegln",1458
"2148","lacegin",1487
"2149","nacegil",1495
"2150","aeglort",1461
"2151","eaglort",1665
"2152","gaelort",1021
"2153","laegort",1103
"2154","oaeglrt",893
"2155","raeglot",1565
"2156","taeglor",1369
"2157","acegilr",1093
"2158","caegilr",663
"2159","eacgilr",1116
"2160","gaceilr",639
"2161","iaceglr",784
"2162","lacegir",939
"2163","racegil",1050
"2164","adeiltv",966
"2165","daeiltv",976
"2166","eadiltv",1261
"2167","iadeltv",869
